;timestamp;customer_no;location;next_location
24757;2019-09-05 19:38:00;1313;entrance;spices
24758;2019-09-05 19:38:00;1313;spices;fruit
24759;2019-09-05 19:39:00;1313;fruit;checkout
24761;2019-09-05 19:40:00;1314;entrance;drinks
24762;2019-09-05 19:40:00;1314;drinks;checkout
24764;2019-09-05 19:40:00;1315;entrance;spices
24765;2019-09-05 19:40:00;1315;spices;dairy
24766;2019-09-05 19:41:00;1315;dairy;fruit
24767;2019-09-05 19:55:00;1315;fruit;spices
24768;2019-09-05 19:56:00;1315;spices;checkout
24770;2019-09-05 19:42:00;1316;entrance;dairy
24771;2019-09-05 19:42:00;1316;dairy;spices
24772;2019-09-05 19:43:00;1316;spices;fruit
24773;2019-09-05 19:44:00;1316;fruit;checkout
24775;2019-09-05 19:42:00;1317;entrance;fruit
24776;2019-09-05 19:42:00;1317;fruit;checkout
24778;2019-09-05 19:43:00;1318;entrance;drinks
24779;2019-09-05 19:43:00;1318;drinks;checkout
24781;2019-09-05 19:43:00;1319;entrance;spices
24782;2019-09-05 19:43:00;1319;spices;dairy
24783;2019-09-05 19:44:00;1319;dairy;checkout
24785;2019-09-05 19:43:00;1320;entrance;dairy
24786;2019-09-05 19:43:00;1320;dairy;drinks
24787;2019-09-05 19:46:00;1320;drinks;checkout
24789;2019-09-05 19:43:00;1321;entrance;fruit
24790;2019-09-05 19:43:00;1321;fruit;checkout
24792;2019-09-05 19:44:00;1322;entrance;spices
24793;2019-09-05 19:44:00;1322;spices;dairy
24794;2019-09-05 19:45:00;1322;dairy;checkout
24796;2019-09-05 19:44:00;1323;entrance;dairy
24797;2019-09-05 19:44:00;1323;dairy;spices
24798;2019-09-05 19:48:00;1323;spices;dairy
24799;2019-09-05 19:49:00;1323;dairy;spices
24800;2019-09-05 19:52:00;1323;spices;drinks
24801;2019-09-05 19:53:00;1323;drinks;checkout
24803;2019-09-05 19:44:00;1324;entrance;fruit
24804;2019-09-05 19:44:00;1324;fruit;checkout
24806;2019-09-05 19:44:00;1325;entrance;dairy
24807;2019-09-05 19:44:00;1325;dairy;drinks
24808;2019-09-05 19:45:00;1325;drinks;fruit
24809;2019-09-05 19:46:00;1325;fruit;checkout
24811;2019-09-05 19:45:00;1326;entrance;fruit
24812;2019-09-05 19:45:00;1326;fruit;drinks
24813;2019-09-05 19:46:00;1326;drinks;checkout
24815;2019-09-05 19:45:00;1327;entrance;drinks
24816;2019-09-05 19:45:00;1327;drinks;checkout
24818;2019-09-05 19:45:00;1328;entrance;spices
24819;2019-09-05 19:45:00;1328;spices;dairy
24820;2019-09-05 19:46:00;1328;dairy;spices
24821;2019-09-05 19:51:00;1328;spices;checkout
24823;2019-09-05 19:45:00;1329;entrance;fruit
24824;2019-09-05 19:45:00;1329;fruit;spices
24825;2019-09-05 19:48:00;1329;spices;dairy
24826;2019-09-05 19:49:00;1329;dairy;fruit
24827;2019-09-05 19:54:00;1329;fruit;checkout
24829;2019-09-05 19:45:00;1330;entrance;fruit
24830;2019-09-05 19:45:00;1330;fruit;spices
24831;2019-09-05 19:47:00;1330;spices;dairy
24832;2019-09-05 19:48:00;1330;dairy;drinks
24833;2019-09-05 19:50:00;1330;drinks;checkout
24835;2019-09-05 19:45:00;1331;entrance;dairy
24836;2019-09-05 19:45:00;1331;dairy;drinks
24837;2019-09-05 19:46:00;1331;drinks;spices
24838;2019-09-05 19:47:00;1331;spices;drinks
24839;2019-09-05 19:48:00;1331;drinks;spices
24840;2019-09-05 19:50:00;1331;spices;checkout
24842;2019-09-05 19:45:00;1332;entrance;spices
24843;2019-09-05 19:45:00;1332;spices;checkout
24845;2019-09-05 19:46:00;1333;entrance;dairy
24846;2019-09-05 19:46:00;1333;dairy;checkout
24848;2019-09-05 19:46:00;1334;entrance;fruit
24849;2019-09-05 19:46:00;1334;fruit;dairy
24850;2019-09-05 19:48:00;1334;dairy;checkout
24852;2019-09-05 19:47:00;1335;entrance;spices
24853;2019-09-05 19:47:00;1335;spices;dairy
24854;2019-09-05 19:48:00;1335;dairy;fruit
24855;2019-09-05 19:51:00;1335;fruit;dairy
24856;2019-09-05 19:52:00;1335;dairy;fruit
24857;2019-09-05 20:05:00;1335;fruit;checkout
24859;2019-09-05 19:47:00;1336;entrance;drinks
24860;2019-09-05 19:47:00;1336;drinks;checkout
24862;2019-09-05 19:47:00;1337;entrance;fruit
24863;2019-09-05 19:47:00;1337;fruit;checkout
24865;2019-09-05 19:47:00;1338;entrance;dairy
24866;2019-09-05 19:47:00;1338;dairy;checkout
24868;2019-09-05 19:47:00;1339;entrance;dairy
24869;2019-09-05 19:47:00;1339;dairy;checkout
24871;2019-09-05 19:47:00;1340;entrance;spices
24872;2019-09-05 19:47:00;1340;spices;dairy
24873;2019-09-05 19:49:00;1340;dairy;fruit
24874;2019-09-05 19:51:00;1340;fruit;checkout
24876;2019-09-05 19:48:00;1341;entrance;dairy
24877;2019-09-05 19:48:00;1341;dairy;checkout
24879;2019-09-05 19:48:00;1342;entrance;drinks
24880;2019-09-05 19:48:00;1342;drinks;spices
24881;2019-09-05 19:50:00;1342;spices;checkout
24883;2019-09-05 19:48:00;1343;entrance;drinks
24884;2019-09-05 19:48:00;1343;drinks;checkout
24886;2019-09-05 19:50:00;1344;entrance;drinks
24887;2019-09-05 19:50:00;1344;drinks;checkout
24889;2019-09-05 19:50:00;1345;entrance;fruit
24890;2019-09-05 19:50:00;1345;fruit;checkout
24892;2019-09-05 19:50:00;1346;entrance;spices
24893;2019-09-05 19:50:00;1346;spices;checkout
24895;2019-09-05 19:50:00;1347;entrance;fruit
24896;2019-09-05 19:50:00;1347;fruit;checkout
24898;2019-09-05 19:51:00;1348;entrance;fruit
24899;2019-09-05 19:51:00;1348;fruit;spices
24900;2019-09-05 19:56:00;1348;spices;dairy
24901;2019-09-05 19:58:00;1348;dairy;checkout
24903;2019-09-05 19:52:00;1349;entrance;drinks
24904;2019-09-05 19:52:00;1349;drinks;checkout
24906;2019-09-05 19:52:00;1350;entrance;fruit
24907;2019-09-05 19:52:00;1350;fruit;drinks
24908;2019-09-05 19:59:00;1350;drinks;fruit
24909;2019-09-05 20:01:00;1350;fruit;drinks
24910;2019-09-05 20:03:00;1350;drinks;checkout
24912;2019-09-05 19:53:00;1351;entrance;spices
24913;2019-09-05 19:53:00;1351;spices;checkout
24915;2019-09-05 19:54:00;1352;entrance;fruit
24916;2019-09-05 19:54:00;1352;fruit;spices
24917;2019-09-05 19:58:00;1352;spices;dairy
24918;2019-09-05 20:00:00;1352;dairy;checkout
24920;2019-09-05 19:55:00;1353;entrance;dairy
24921;2019-09-05 19:55:00;1353;dairy;checkout
24923;2019-09-05 19:55:00;1354;entrance;dairy
24924;2019-09-05 19:55:00;1354;dairy;drinks
24925;2019-09-05 19:56:00;1354;drinks;checkout
24927;2019-09-05 19:55:00;1355;entrance;fruit
24928;2019-09-05 19:55:00;1355;fruit;checkout
24930;2019-09-05 19:55:00;1356;entrance;dairy
24931;2019-09-05 19:55:00;1356;dairy;fruit
24932;2019-09-05 20:00:00;1356;fruit;dairy
24933;2019-09-05 20:08:00;1356;dairy;checkout
24935;2019-09-05 19:55:00;1357;entrance;fruit
24936;2019-09-05 19:55:00;1357;fruit;checkout
24938;2019-09-05 19:55:00;1358;entrance;fruit
24939;2019-09-05 19:55:00;1358;fruit;checkout
24941;2019-09-05 19:55:00;1359;entrance;drinks
24942;2019-09-05 19:55:00;1359;drinks;checkout
24944;2019-09-05 19:56:00;1360;entrance;drinks
24945;2019-09-05 19:56:00;1360;drinks;dairy
24946;2019-09-05 19:57:00;1360;dairy;drinks
24947;2019-09-05 19:58:00;1360;drinks;checkout
24949;2019-09-05 19:56:00;1361;entrance;drinks
24950;2019-09-05 19:56:00;1361;drinks;dairy
24951;2019-09-05 19:57:00;1361;dairy;spices
24952;2019-09-05 19:58:00;1361;spices;drinks
24953;2019-09-05 19:59:00;1361;drinks;dairy
24954;2019-09-05 20:00:00;1361;dairy;checkout
24956;2019-09-05 19:56:00;1362;entrance;dairy
24957;2019-09-05 19:56:00;1362;dairy;checkout
24959;2019-09-05 19:57:00;1363;entrance;spices
24960;2019-09-05 19:57:00;1363;spices;fruit
24961;2019-09-05 20:00:00;1363;fruit;checkout
24963;2019-09-05 20:02:00;1364;entrance;spices
24964;2019-09-05 20:02:00;1364;spices;drinks
24965;2019-09-05 20:04:00;1364;drinks;spices
24966;2019-09-05 20:06:00;1364;spices;checkout
24968;2019-09-05 20:02:00;1365;entrance;dairy
24969;2019-09-05 20:02:00;1365;dairy;drinks
24970;2019-09-05 20:05:00;1365;drinks;spices
24971;2019-09-05 20:07:00;1365;spices;fruit
24972;2019-09-05 20:08:00;1365;fruit;checkout
24974;2019-09-05 20:02:00;1366;entrance;dairy
24975;2019-09-05 20:02:00;1366;dairy;checkout
24977;2019-09-05 20:03:00;1367;entrance;fruit
24978;2019-09-05 20:03:00;1367;fruit;drinks
24979;2019-09-05 20:05:00;1367;drinks;spices
24980;2019-09-05 20:09:00;1367;spices;checkout
24982;2019-09-05 20:06:00;1368;entrance;dairy
24983;2019-09-05 20:06:00;1368;dairy;drinks
24984;2019-09-05 20:07:00;1368;drinks;dairy
24985;2019-09-05 20:08:00;1368;dairy;spices
24986;2019-09-05 20:09:00;1368;spices;checkout
24988;2019-09-05 20:06:00;1369;entrance;dairy
24989;2019-09-05 20:06:00;1369;dairy;spices
24990;2019-09-05 20:07:00;1369;spices;dairy
24991;2019-09-05 20:08:00;1369;dairy;fruit
24992;2019-09-05 20:10:00;1369;fruit;checkout
24994;2019-09-05 20:06:00;1370;entrance;fruit
24995;2019-09-05 20:06:00;1370;fruit;checkout
24997;2019-09-05 20:06:00;1371;entrance;fruit
24998;2019-09-05 20:06:00;1371;fruit;checkout
25000;2019-09-05 20:07:00;1372;entrance;fruit
25001;2019-09-05 20:07:00;1372;fruit;checkout
25003;2019-09-05 20:09:00;1373;entrance;dairy
25004;2019-09-05 20:09:00;1373;dairy;checkout
25006;2019-09-05 20:10:00;1374;entrance;dairy
25007;2019-09-05 20:10:00;1374;dairy;spices
25008;2019-09-05 20:14:00;1374;spices;fruit
25009;2019-09-05 20:15:00;1374;fruit;dairy
25010;2019-09-05 20:17:00;1374;dairy;checkout
25012;2019-09-05 20:12:00;1375;entrance;spices
25013;2019-09-05 20:12:00;1375;spices;fruit
25014;2019-09-05 20:13:00;1375;fruit;spices
25015;2019-09-05 20:14:00;1375;spices;drinks
25016;2019-09-05 20:15:00;1375;drinks;dairy
25017;2019-09-05 20:17:00;1375;dairy;drinks
25018;2019-09-05 20:18:00;1375;drinks;checkout
25020;2019-09-05 20:12:00;1376;entrance;spices
25021;2019-09-05 20:12:00;1376;spices;dairy
25022;2019-09-05 20:13:00;1376;dairy;fruit
25023;2019-09-05 20:15:00;1376;fruit;checkout
25025;2019-09-05 20:12:00;1377;entrance;spices
25026;2019-09-05 20:12:00;1377;spices;checkout
25028;2019-09-05 20:12:00;1378;entrance;spices
25029;2019-09-05 20:12:00;1378;spices;drinks
25030;2019-09-05 20:13:00;1378;drinks;fruit
25031;2019-09-05 20:14:00;1378;fruit;dairy
25032;2019-09-05 20:17:00;1378;dairy;checkout
25034;2019-09-05 20:14:00;1379;entrance;fruit
25035;2019-09-05 20:14:00;1379;fruit;spices
25036;2019-09-05 20:16:00;1379;spices;drinks
25037;2019-09-05 20:17:00;1379;drinks;checkout
25039;2019-09-05 20:16:00;1380;entrance;fruit
25040;2019-09-05 20:16:00;1380;fruit;checkout
25042;2019-09-05 20:16:00;1381;entrance;spices
25043;2019-09-05 20:16:00;1381;spices;checkout
25045;2019-09-05 20:16:00;1382;entrance;drinks
25046;2019-09-05 20:16:00;1382;drinks;dairy
25047;2019-09-05 20:22:00;1382;dairy;drinks
25048;2019-09-05 20:23:00;1382;drinks;checkout
25050;2019-09-05 20:16:00;1383;entrance;fruit
25051;2019-09-05 20:16:00;1383;fruit;dairy
25052;2019-09-05 20:19:00;1383;dairy;checkout
25054;2019-09-05 20:17:00;1384;entrance;dairy
25055;2019-09-05 20:17:00;1384;dairy;drinks
25056;2019-09-05 20:19:00;1384;drinks;checkout
25058;2019-09-05 20:18:00;1385;entrance;fruit
25059;2019-09-05 20:18:00;1385;fruit;checkout
25061;2019-09-05 20:18:00;1386;entrance;fruit
25062;2019-09-05 20:18:00;1386;fruit;dairy
25063;2019-09-05 20:19:00;1386;dairy;drinks
25064;2019-09-05 20:21:00;1386;drinks;checkout
25066;2019-09-05 20:19:00;1387;entrance;spices
25067;2019-09-05 20:19:00;1387;spices;fruit
25068;2019-09-05 20:20:00;1387;fruit;spices
25069;2019-09-05 20:25:00;1387;spices;dairy
25070;2019-09-05 20:26:00;1387;dairy;drinks
25071;2019-09-05 20:29:00;1387;drinks;checkout
25073;2019-09-05 20:19:00;1388;entrance;fruit
25074;2019-09-05 20:19:00;1388;fruit;checkout
25076;2019-09-05 20:21:00;1389;entrance;drinks
25077;2019-09-05 20:21:00;1389;drinks;checkout
25079;2019-09-05 20:21:00;1390;entrance;spices
25080;2019-09-05 20:21:00;1390;spices;dairy
25081;2019-09-05 20:24:00;1390;dairy;fruit
25082;2019-09-05 20:27:00;1390;fruit;checkout
25084;2019-09-05 20:21:00;1391;entrance;fruit
25085;2019-09-05 20:21:00;1391;fruit;checkout
25087;2019-09-05 20:22:00;1392;entrance;spices
25088;2019-09-05 20:22:00;1392;spices;dairy
25089;2019-09-05 20:23:00;1392;dairy;spices
25090;2019-09-05 20:30:00;1392;spices;drinks
25091;2019-09-05 20:31:00;1392;drinks;spices
25092;2019-09-05 20:37:00;1392;spices;fruit
25093;2019-09-05 20:39:00;1392;fruit;checkout
25095;2019-09-05 20:23:00;1393;entrance;spices
25096;2019-09-05 20:23:00;1393;spices;fruit
25097;2019-09-05 20:24:00;1393;fruit;checkout
25099;2019-09-05 20:23:00;1394;entrance;fruit
25100;2019-09-05 20:23:00;1394;fruit;checkout
25102;2019-09-05 20:23:00;1395;entrance;drinks
25103;2019-09-05 20:23:00;1395;drinks;checkout
25105;2019-09-05 20:26:00;1396;entrance;fruit
25106;2019-09-05 20:26:00;1396;fruit;spices
25107;2019-09-05 20:27:00;1396;spices;checkout
25109;2019-09-05 20:27:00;1397;entrance;fruit
25110;2019-09-05 20:27:00;1397;fruit;drinks
25111;2019-09-05 20:28:00;1397;drinks;checkout
25113;2019-09-05 20:28:00;1398;entrance;dairy
25114;2019-09-05 20:28:00;1398;dairy;checkout
25116;2019-09-05 20:29:00;1399;entrance;spices
25117;2019-09-05 20:29:00;1399;spices;checkout
25119;2019-09-05 20:29:00;1400;entrance;dairy
25120;2019-09-05 20:29:00;1400;dairy;spices
25121;2019-09-05 20:38:00;1400;spices;dairy
25122;2019-09-05 20:39:00;1400;dairy;checkout
25124;2019-09-05 20:29:00;1401;entrance;spices
25125;2019-09-05 20:29:00;1401;spices;dairy
25126;2019-09-05 20:30:00;1401;dairy;drinks
25127;2019-09-05 20:34:00;1401;drinks;fruit
25128;2019-09-05 20:37:00;1401;fruit;dairy
25129;2019-09-05 20:39:00;1401;dairy;drinks
25130;2019-09-05 20:40:00;1401;drinks;fruit
25131;2019-09-05 20:41:00;1401;fruit;drinks
25132;2019-09-05 20:43:00;1401;drinks;spices
25133;2019-09-05 20:48:00;1401;spices;drinks
25134;2019-09-05 20:50:00;1401;drinks;checkout
25136;2019-09-05 20:30:00;1402;entrance;drinks
25137;2019-09-05 20:30:00;1402;drinks;checkout
25139;2019-09-05 20:30:00;1403;entrance;fruit
25140;2019-09-05 20:30:00;1403;fruit;checkout
25142;2019-09-05 20:30:00;1404;entrance;fruit
25143;2019-09-05 20:30:00;1404;fruit;dairy
25144;2019-09-05 20:34:00;1404;dairy;checkout
25146;2019-09-05 20:31:00;1405;entrance;spices
25147;2019-09-05 20:31:00;1405;spices;drinks
25148;2019-09-05 20:33:00;1405;drinks;checkout
25150;2019-09-05 20:31:00;1406;entrance;drinks
25151;2019-09-05 20:31:00;1406;drinks;checkout
25153;2019-09-05 20:31:00;1407;entrance;dairy
25154;2019-09-05 20:31:00;1407;dairy;fruit
25155;2019-09-05 20:32:00;1407;fruit;checkout
25157;2019-09-05 20:31:00;1408;entrance;drinks
25158;2019-09-05 20:31:00;1408;drinks;fruit
25159;2019-09-05 20:34:00;1408;fruit;checkout
25161;2019-09-05 20:31:00;1409;entrance;drinks
25162;2019-09-05 20:31:00;1409;drinks;fruit
25163;2019-09-05 20:32:00;1409;fruit;checkout
25165;2019-09-05 20:31:00;1410;entrance;drinks
25166;2019-09-05 20:31:00;1410;drinks;dairy
25167;2019-09-05 20:34:00;1410;dairy;spices
25168;2019-09-05 20:35:00;1410;spices;checkout
25170;2019-09-05 20:33:00;1411;entrance;fruit
25171;2019-09-05 20:33:00;1411;fruit;dairy
25172;2019-09-05 20:34:00;1411;dairy;spices
25173;2019-09-05 20:36:00;1411;spices;checkout
25175;2019-09-05 20:35:00;1412;entrance;drinks
25176;2019-09-05 20:35:00;1412;drinks;checkout
25178;2019-09-05 20:39:00;1413;entrance;dairy
25179;2019-09-05 20:39:00;1413;dairy;drinks
25180;2019-09-05 20:45:00;1413;drinks;checkout
25182;2019-09-05 20:39:00;1414;entrance;dairy
25183;2019-09-05 20:39:00;1414;dairy;fruit
25184;2019-09-05 20:44:00;1414;fruit;checkout
25186;2019-09-05 20:39:00;1415;entrance;dairy
25187;2019-09-05 20:39:00;1415;dairy;checkout
25189;2019-09-05 20:39:00;1416;entrance;dairy
25190;2019-09-05 20:39:00;1416;dairy;fruit
25191;2019-09-05 20:47:00;1416;fruit;checkout
25193;2019-09-05 20:39:00;1417;entrance;dairy
25194;2019-09-05 20:39:00;1417;dairy;fruit
25195;2019-09-05 20:41:00;1417;fruit;checkout
25197;2019-09-05 20:39:00;1418;entrance;drinks
25198;2019-09-05 20:39:00;1418;drinks;fruit
25199;2019-09-05 20:41:00;1418;fruit;dairy
25200;2019-09-05 20:42:00;1418;dairy;drinks
25201;2019-09-05 20:43:00;1418;drinks;checkout
25203;2019-09-05 20:44:00;1419;entrance;drinks
25204;2019-09-05 20:44:00;1419;drinks;fruit
25205;2019-09-05 20:58:00;1419;fruit;spices
25206;2019-09-05 20:59:00;1419;spices;dairy
25207;2019-09-05 21:00:00;1419;dairy;spices
25208;2019-09-05 21:01:00;1419;spices;fruit
25209;2019-09-05 21:03:00;1419;fruit;checkout
25211;2019-09-05 20:44:00;1420;entrance;fruit
25212;2019-09-05 20:44:00;1420;fruit;checkout
25214;2019-09-05 20:44:00;1421;entrance;fruit
25215;2019-09-05 20:44:00;1421;fruit;dairy
25216;2019-09-05 20:45:00;1421;dairy;checkout
25218;2019-09-05 20:44:00;1422;entrance;drinks
25219;2019-09-05 20:44:00;1422;drinks;fruit
25220;2019-09-05 20:45:00;1422;fruit;checkout
25222;2019-09-05 20:45:00;1423;entrance;dairy
25223;2019-09-05 20:45:00;1423;dairy;checkout
25225;2019-09-05 20:45:00;1424;entrance;drinks
25226;2019-09-05 20:45:00;1424;drinks;fruit
25227;2019-09-05 20:47:00;1424;fruit;checkout
25229;2019-09-05 20:45:00;1425;entrance;fruit
25230;2019-09-05 20:45:00;1425;fruit;drinks
25231;2019-09-05 20:47:00;1425;drinks;checkout
25233;2019-09-05 20:45:00;1426;entrance;fruit
25234;2019-09-05 20:45:00;1426;fruit;checkout
25236;2019-09-05 20:47:00;1427;entrance;dairy
25237;2019-09-05 20:47:00;1427;dairy;checkout
25239;2019-09-05 20:47:00;1428;entrance;fruit
25240;2019-09-05 20:47:00;1428;fruit;checkout
25242;2019-09-05 20:47:00;1429;entrance;dairy
25243;2019-09-05 20:47:00;1429;dairy;spices
25244;2019-09-05 20:48:00;1429;spices;checkout
25246;2019-09-05 20:47:00;1430;entrance;drinks
25247;2019-09-05 20:47:00;1430;drinks;checkout
25249;2019-09-05 20:48:00;1431;entrance;dairy
25250;2019-09-05 20:48:00;1431;dairy;drinks
25251;2019-09-05 20:50:00;1431;drinks;checkout
25253;2019-09-05 20:48:00;1432;entrance;spices
25254;2019-09-05 20:48:00;1432;spices;checkout
25256;2019-09-05 20:48:00;1433;entrance;dairy
25257;2019-09-05 20:48:00;1433;dairy;spices
25258;2019-09-05 20:53:00;1433;spices;dairy
25259;2019-09-05 20:57:00;1433;dairy;fruit
25260;2019-09-05 21:02:00;1433;fruit;checkout
25262;2019-09-05 20:49:00;1434;entrance;fruit
25263;2019-09-05 20:49:00;1434;fruit;checkout
25265;2019-09-05 20:49:00;1435;entrance;drinks
25266;2019-09-05 20:49:00;1435;drinks;spices
25267;2019-09-05 20:52:00;1435;spices;dairy
25268;2019-09-05 20:53:00;1435;dairy;checkout
25270;2019-09-05 20:49:00;1436;entrance;spices
25271;2019-09-05 20:49:00;1436;spices;dairy
25272;2019-09-05 20:51:00;1436;dairy;checkout
25274;2019-09-05 20:49:00;1437;entrance;spices
25275;2019-09-05 20:49:00;1437;spices;checkout
25277;2019-09-05 20:49:00;1438;entrance;spices
25278;2019-09-05 20:49:00;1438;spices;checkout
25280;2019-09-05 20:51:00;1439;entrance;fruit
25281;2019-09-05 20:51:00;1439;fruit;drinks
25282;2019-09-05 20:53:00;1439;drinks;checkout
25284;2019-09-05 20:51:00;1440;entrance;fruit
25285;2019-09-05 20:51:00;1440;fruit;spices
25286;2019-09-05 20:52:00;1440;spices;checkout
25288;2019-09-05 20:51:00;1441;entrance;fruit
25289;2019-09-05 20:51:00;1441;fruit;dairy
25290;2019-09-05 20:55:00;1441;dairy;drinks
25291;2019-09-05 20:57:00;1441;drinks;checkout
25293;2019-09-05 20:51:00;1442;entrance;spices
25294;2019-09-05 20:51:00;1442;spices;drinks
25295;2019-09-05 20:53:00;1442;drinks;checkout
25297;2019-09-05 20:51:00;1443;entrance;dairy
25298;2019-09-05 20:51:00;1443;dairy;drinks
25299;2019-09-05 20:57:00;1443;drinks;spices
25300;2019-09-05 20:58:00;1443;spices;drinks
25301;2019-09-05 20:59:00;1443;drinks;fruit
25302;2019-09-05 21:01:00;1443;fruit;drinks
25303;2019-09-05 21:06:00;1443;drinks;fruit
25304;2019-09-05 21:07:00;1443;fruit;spices
25305;2019-09-05 21:08:00;1443;spices;drinks
25306;2019-09-05 21:09:00;1443;drinks;fruit
25307;2019-09-05 21:14:00;1443;fruit;checkout
25309;2019-09-05 20:51:00;1444;entrance;spices
25310;2019-09-05 20:51:00;1444;spices;drinks
25311;2019-09-05 20:53:00;1444;drinks;spices
25312;2019-09-05 20:54:00;1444;spices;dairy
25313;2019-09-05 20:55:00;1444;dairy;checkout
25315;2019-09-05 20:51:00;1445;entrance;drinks
25316;2019-09-05 20:51:00;1445;drinks;checkout
25318;2019-09-05 20:51:00;1446;entrance;fruit
25319;2019-09-05 20:51:00;1446;fruit;spices
25320;2019-09-05 20:56:00;1446;spices;drinks
25321;2019-09-05 20:57:00;1446;drinks;fruit
25322;2019-09-05 21:01:00;1446;fruit;checkout
25324;2019-09-05 20:52:00;1447;entrance;spices
25325;2019-09-05 20:52:00;1447;spices;drinks
25326;2019-09-05 20:54:00;1447;drinks;checkout
25328;2019-09-05 20:52:00;1448;entrance;drinks
25329;2019-09-05 20:52:00;1448;drinks;spices
25330;2019-09-05 20:56:00;1448;spices;dairy
25331;2019-09-05 20:57:00;1448;dairy;spices
25332;2019-09-05 21:06:00;1448;spices;checkout
25334;2019-09-05 20:52:00;1449;entrance;fruit
25335;2019-09-05 20:52:00;1449;fruit;checkout
25337;2019-09-05 20:53:00;1450;entrance;spices
25338;2019-09-05 20:53:00;1450;spices;dairy
25339;2019-09-05 20:55:00;1450;dairy;fruit
25340;2019-09-05 20:58:00;1450;fruit;checkout
25342;2019-09-05 20:53:00;1451;entrance;fruit
25343;2019-09-05 20:53:00;1451;fruit;checkout
25345;2019-09-05 20:53:00;1452;entrance;dairy
25346;2019-09-05 20:53:00;1452;dairy;drinks
25347;2019-09-05 20:56:00;1452;drinks;checkout
25349;2019-09-05 20:53:00;1453;entrance;fruit
25350;2019-09-05 20:53:00;1453;fruit;dairy
25351;2019-09-05 20:54:00;1453;dairy;spices
25352;2019-09-05 20:57:00;1453;spices;dairy
25353;2019-09-05 21:01:00;1453;dairy;checkout
25355;2019-09-05 20:53:00;1454;entrance;fruit
25356;2019-09-05 20:53:00;1454;fruit;checkout
25358;2019-09-05 20:54:00;1455;entrance;spices
25359;2019-09-05 20:54:00;1455;spices;drinks
25360;2019-09-05 20:55:00;1455;drinks;checkout
25362;2019-09-05 20:54:00;1456;entrance;dairy
25363;2019-09-05 20:54:00;1456;dairy;checkout
25365;2019-09-05 20:54:00;1457;entrance;drinks
25366;2019-09-05 20:54:00;1457;drinks;fruit
25367;2019-09-05 21:00:00;1457;fruit;drinks
25368;2019-09-05 21:08:00;1457;drinks;checkout
25370;2019-09-05 20:54:00;1458;entrance;fruit
25371;2019-09-05 20:54:00;1458;fruit;dairy
25372;2019-09-05 20:58:00;1458;dairy;drinks
25373;2019-09-05 21:04:00;1458;drinks;spices
25374;2019-09-05 21:05:00;1458;spices;drinks
25375;2019-09-05 21:07:00;1458;drinks;fruit
25376;2019-09-05 21:08:00;1458;fruit;dairy
25377;2019-09-05 21:10:00;1458;dairy;checkout
25379;2019-09-05 20:54:00;1459;entrance;drinks
25380;2019-09-05 20:54:00;1459;drinks;checkout
25382;2019-09-05 20:56:00;1460;entrance;spices
25383;2019-09-05 20:56:00;1460;spices;checkout
25385;2019-09-05 20:56:00;1461;entrance;fruit
25386;2019-09-05 20:56:00;1461;fruit;dairy
25387;2019-09-05 20:57:00;1461;dairy;drinks
25388;2019-09-05 21:04:00;1461;drinks;checkout
25390;2019-09-05 20:56:00;1462;entrance;dairy
25391;2019-09-05 20:56:00;1462;dairy;checkout
25393;2019-09-05 20:56:00;1463;entrance;spices
25394;2019-09-05 20:56:00;1463;spices;checkout
25396;2019-09-05 20:57:00;1464;entrance;drinks
25397;2019-09-05 20:57:00;1464;drinks;checkout
25399;2019-09-05 20:57:00;1465;entrance;dairy
25400;2019-09-05 20:57:00;1465;dairy;drinks
25401;2019-09-05 20:58:00;1465;drinks;checkout
25403;2019-09-05 20:57:00;1466;entrance;fruit
25404;2019-09-05 20:57:00;1466;fruit;spices
25405;2019-09-05 20:59:00;1466;spices;drinks
25406;2019-09-05 21:00:00;1466;drinks;checkout
25408;2019-09-05 20:57:00;1467;entrance;dairy
25409;2019-09-05 20:57:00;1467;dairy;fruit
25410;2019-09-05 21:06:00;1467;fruit;checkout
25412;2019-09-05 20:57:00;1468;entrance;drinks
25413;2019-09-05 20:57:00;1468;drinks;fruit
25414;2019-09-05 21:00:00;1468;fruit;checkout
25416;2019-09-05 20:57:00;1469;entrance;dairy
25417;2019-09-05 20:57:00;1469;dairy;checkout
25419;2019-09-05 20:57:00;1470;entrance;fruit
25420;2019-09-05 20:57:00;1470;fruit;checkout
25422;2019-09-05 20:57:00;1471;entrance;fruit
25423;2019-09-05 20:57:00;1471;fruit;checkout
25425;2019-09-05 20:59:00;1472;entrance;dairy
25426;2019-09-05 20:59:00;1472;dairy;drinks
25427;2019-09-05 21:07:00;1472;drinks;spices
25428;2019-09-05 21:11:00;1472;spices;drinks
25429;2019-09-05 21:12:00;1472;drinks;fruit
25430;2019-09-05 21:14:00;1472;fruit;dairy
25431;2019-09-05 21:15:00;1472;dairy;checkout
25433;2019-09-05 20:59:00;1473;entrance;spices
25434;2019-09-05 20:59:00;1473;spices;dairy
25435;2019-09-05 21:02:00;1473;dairy;drinks
25436;2019-09-05 21:06:00;1473;drinks;spices
25437;2019-09-05 21:08:00;1473;spices;checkout
25439;2019-09-05 20:59:00;1474;entrance;drinks
25440;2019-09-05 20:59:00;1474;drinks;checkout
